,county,state_name,month,days_of_rain,highCelsius,lowCelsius
11679,Fauquier,Virginia,February,6,8,-4
11680,Fauquier,Virginia,March,7,13,1
11681,Fauquier,Virginia,April,7,19,6
11686,Fauquier,Virginia,septiembre,6,26,14
11687,Fauquier,Virginia,October,6,20,7
11688,Fauquier,Virginia,November,6,14,2
11689,Fauquier,Virginia,December,7,8,-2
11690,Frederick,Virginia,May,10,23,11
11691,Frederick,Virginia,June,8,28,16
11692,Frederick,Virginia,July,8,30,18
11693,Frederick,Virginia,August,7,29,17
11694,Frederick,Virginia,January,7,5,-5
11695,Frederick,Virginia,February,6,7,-4
11696,Frederick,Virginia,March,8,12,0
11697,Frederick,Virginia,April,8,18,6
11702,Frederick,Virginia,septiembre,6,25,13
11703,Frederick,Virginia,October,6,19,7
11704,Frederick,Virginia,November,6,13,2
11705,Frederick,Virginia,December,7,7,-2
11706,Hanover,Virginia,May,8,25,12
11707,Hanover,Virginia,June,7,29,17
11708,Hanover,Virginia,July,7,30,19
11709,Hanover,Virginia,August,6,30,19
11710,Hanover,Virginia,January,8,8,-3
11711,Hanover,Virginia,February,7,10,-2
11712,Hanover,Virginia,March,8,15,2
11713,Hanover,Virginia,April,7,21,7
11718,Hanover,Virginia,septiembre,6,26,15
11719,Hanover,Virginia,October,5,20,8
11720,Hanover,Virginia,November,6,15,3
11721,Hanover,Virginia,December,7,10,-1
11722,Henrico,Virginia,May,8,26,13
11723,Henrico,Virginia,June,7,30,18
11724,Henrico,Virginia,July,8,32,20
11725,Henrico,Virginia,August,7,31,20
11726,Henrico,Virginia,January,7,8,-2
11727,Henrico,Virginia,February,7,11,-1
11728,Henrico,Virginia,March,8,15,3
11729,Henrico,Virginia,April,7,22,8
11734,Henrico,Virginia,septiembre,6,28,16
11735,Henrico,Virginia,October,6,22,9
11736,Henrico,Virginia,November,6,16,4
11737,Henrico,Virginia,December,7,11,0
11738,James City,Virginia,May,8,26,13
11739,James City,Virginia,June,7,30,18
11740,James City,Virginia,July,9,31,20
11741,James City,Virginia,August,8,31,19
11742,James City,Virginia,January,8,9,-2
11743,James City,Virginia,February,7,11,-1
11744,James City,Virginia,March,8,16,3
11745,James City,Virginia,April,7,22,8
11750,James City,Virginia,septiembre,6,27,16
11751,James City,Virginia,October,6,22,10
11752,James City,Virginia,November,6,17,4
11753,James City,Virginia,December,7,12,0
11754,Loudoun,Virginia,May,7,24,10
11755,Loudoun,Virginia,June,7,28,15
11756,Loudoun,Virginia,July,6,30,17
11757,Loudoun,Virginia,August,6,30,16
11758,Loudoun,Virginia,January,6,5,-6
11759,Loudoun,Virginia,February,5,7,-5
11760,Loudoun,Virginia,March,6,13,0
11761,Loudoun,Virginia,April,6,19,5
11766,Loudoun,Virginia,septiembre,5,26,13
11767,Loudoun,Virginia,October,4,20,6
11768,Loudoun,Virginia,November,5,14,1
11769,Loudoun,Virginia,December,5,8,-3
11770,Montgomery,Virginia,May,10,23,11
11771,Montgomery,Virginia,June,9,27,16
11772,Montgomery,Virginia,July,10,29,18
11773,Montgomery,Virginia,August,8,28,17
11774,Montgomery,Virginia,January,8,7,-4
11775,Montgomery,Virginia,February,8,9,-2
11776,Montgomery,Virginia,March,9,13,1
11777,Montgomery,Virginia,April,9,19,6
11782,Montgomery,Virginia,septiembre,7,25,13
11783,Montgomery,Virginia,October,7,19,7
11784,Montgomery,Virginia,November,7,13,1
11785,Montgomery,Virginia,December,8,8,-2
11786,Prince William,Virginia,May,6,25,11
11787,Prince William,Virginia,June,6,30,16
11788,Prince William,Virginia,July,7,31,19
11789,Prince William,Virginia,August,5,31,18
11790,Prince William,Virginia,January,5,6,-5
11791,Prince William,Virginia,February,5,8,-4
11792,Prince William,Virginia,March,4,14,1
11793,Prince William,Virginia,April,6,20,5
11798,Prince William,Virginia,septiembre,5,28,14
11799,Prince William,Virginia,October,4,21,7
11800,Prince William,Virginia,November,5,14,2
11801,Prince William,Virginia,December,6,9,-2
11802,Roanoke,Virginia,May,9,24,12
11803,Roanoke,Virginia,June,8,28,16
11804,Roanoke,Virginia,July,8,30,18
11805,Roanoke,Virginia,August,7,29,18
11806,Roanoke,Virginia,January,7,7,-3
11807,Roanoke,Virginia,February,6,9,-2
11808,Roanoke,Virginia,March,8,14,2
11809,Roanoke,Virginia,April,7,20,7
11814,Roanoke,Virginia,septiembre,6,26,14
11815,Roanoke,Virginia,October,6,20,7
11816,Roanoke,Virginia,November,6,14,2
11817,Roanoke,Virginia,December,7,9,-1
11818,Rockingham,Virginia,May,10,23,9
11819,Rockingham,Virginia,June,8,27,14
11820,Rockingham,Virginia,July,9,29,16
11821,Rockingham,Virginia,August,8,28,15
11822,Rockingham,Virginia,January,6,5,-6
11823,Rockingham,Virginia,February,5,7,-5
11824,Rockingham,Virginia,March,7,12,-1
11825,Rockingham,Virginia,April,8,18,4
11830,Rockingham,Virginia,septiembre,6,25,12
11831,Rockingham,Virginia,October,5,19,5
11832,Rockingham,Virginia,November,6,12,0
11833,Rockingham,Virginia,December,6,7,-4
11834,Spotsylvania,Virginia,May,10,25,13
11835,Spotsylvania,Virginia,June,8,29,18
11836,Spotsylvania,Virginia,July,8,31,20
11837,Spotsylvania,Virginia,August,7,31,19
11838,Spotsylvania,Virginia,January,7,8,-3
11839,Spotsylvania,Virginia,February,7,10,-2
11840,Spotsylvania,Virginia,March,8,15,2
11841,Spotsylvania,Virginia,April,8,21,7
11846,Spotsylvania,Virginia,septiembre,6,27,15
11847,Spotsylvania,Virginia,October,7,21,9
11848,Spotsylvania,Virginia,November,5,15,3
11849,Spotsylvania,Virginia,December,8,10,-1
11850,Stafford,Virginia,May,9,25,12
11851,Stafford,Virginia,June,7,29,17
11852,Stafford,Virginia,July,7,31,20
11853,Stafford,Virginia,August,5,30,19
11854,Stafford,Virginia,January,7,8,-3
11855,Stafford,Virginia,February,6,10,-2
11856,Stafford,Virginia,March,7,15,2
11857,Stafford,Virginia,April,7,21,7
11862,Stafford,Virginia,septiembre,6,27,15
11863,Stafford,Virginia,October,6,21,8
11864,Stafford,Virginia,November,6,15,2
11865,Stafford,Virginia,December,7,10,-1
11866,York,Virginia,May,9,22,17
11867,York,Virginia,June,8,27,22
11868,York,Virginia,July,8,29,24
11869,York,Virginia,August,8,28,24
11870,York,Virginia,January,8,8,2
11871,York,Virginia,February,7,9,3
11872,York,Virginia,March,9,12,6
11873,York,Virginia,April,6,18,12
11878,York,Virginia,septiembre,7,25,21
11879,York,Virginia,October,6,21,16
11880,York,Virginia,November,7,14,9
11881,York,Virginia,December,7,11,6
11882,Alexandria City,Virginia,May,9,24,13
11883,Alexandria City,Virginia,June,9,29,18
11884,Alexandria City,Virginia,July,7,31,21
11885,Alexandria City,Virginia,August,8,30,20
11886,Alexandria City,Virginia,January,7,6,-3
11887,Alexandria City,Virginia,February,7,8,-2
11888,Alexandria City,Virginia,March,7,13,2
11889,Alexandria City,Virginia,April,8,20,8
11894,Alexandria City,Virginia,septiembre,7,27,16
11895,Alexandria City,Virginia,October,7,20,10
11896,Alexandria City,Virginia,November,6,14,4
11897,Alexandria City,Virginia,December,8,9,0
11898,Chesapeake City,Virginia,May,9,25,16
11899,Chesapeake City,Virginia,June,8,29,21
11900,Chesapeake City,Virginia,July,7,31,23
11901,Chesapeake City,Virginia,August,8,30,23
11902,Chesapeake City,Virginia,January,7,11,2
11903,Chesapeake City,Virginia,February,7,12,3
11904,Chesapeake City,Virginia,March,9,16,6
11905,Chesapeake City,Virginia,April,7,21,12
11910,Chesapeake City,Virginia,septiembre,7,27,20
11911,Chesapeake City,Virginia,October,6,22,14
11912,Chesapeake City,Virginia,November,6,17,8
11913,Chesapeake City,Virginia,December,7,13,5
11914,Hampton City,Virginia,May,7,24,15
11915,Hampton City,Virginia,June,6,28,20
11916,Hampton City,Virginia,July,8,31,22
11917,Hampton City,Virginia,August,6,30,22
11918,Hampton City,Virginia,January,8,9,0
11919,Hampton City,Virginia,February,7,11,1
11920,Hampton City,Virginia,March,8,15,5
11921,Hampton City,Virginia,April,7,20,9
11926,Hampton City,Virginia,septiembre,6,27,19
11927,Hampton City,Virginia,October,5,21,12
11928,Hampton City,Virginia,November,6,16,6
11929,Hampton City,Virginia,December,7,11,2
11930,Lynchburg City,Virginia,May,9,24,10
11931,Lynchburg City,Virginia,June,7,28,15
11932,Lynchburg City,Virginia,July,8,30,18
11933,Lynchburg City,Virginia,August,7,29,17
11934,Lynchburg City,Virginia,January,6,8,-5
11935,Lynchburg City,Virginia,February,5,10,-4
11936,Lynchburg City,Virginia,March,7,15,0
11937,Lynchburg City,Virginia,April,8,20,5
11942,Lynchburg City,Virginia,septiembre,6,26,13
11943,Lynchburg City,Virginia,October,5,20,6
11944,Lynchburg City,Virginia,November,5,16,1
11945,Lynchburg City,Virginia,December,6,9,-3
11946,Newport News City,Virginia,May,11,26,14
11947,Newport News City,Virginia,June,8,30,19
11948,Newport News City,Virginia,July,12,32,21
11949,Newport News City,Virginia,August,10,31,21
11950,Newport News City,Virginia,January,9,10,-1
11951,Newport News City,Virginia,February,8,12,0
11952,Newport News City,Virginia,March,11,16,4
11953,Newport News City,Virginia,April,10,21,9
11958,Newport News City,Virginia,septiembre,9,28,17
11959,Newport News City,Virginia,October,8,22,11
11960,Newport News City,Virginia,November,7,17,6
11961,Newport News City,Virginia,December,10,12,1
11962,Norfolk City,Virginia,May,8,25,15
11963,Norfolk City,Virginia,June,9,29,19
11964,Norfolk City,Virginia,July,9,31,22
11965,Norfolk City,Virginia,August,8,30,21
11966,Norfolk City,Virginia,January,6,9,0
11967,Norfolk City,Virginia,February,6,11,1
11968,Norfolk City,Virginia,March,8,15,4
11969,Norfolk City,Virginia,April,8,21,10
11974,Norfolk City,Virginia,septiembre,6,27,18
11975,Norfolk City,Virginia,October,7,22,12
11976,Norfolk City,Virginia,November,6,16,6
11977,Norfolk City,Virginia,December,7,12,2
11978,Portsmouth City,Virginia,May,9,25,16
11979,Portsmouth City,Virginia,June,8,29,21
11980,Portsmouth City,Virginia,July,7,31,23
11981,Portsmouth City,Virginia,August,8,30,23
11982,Portsmouth City,Virginia,January,7,11,2
11983,Portsmouth City,Virginia,February,7,12,3
11984,Portsmouth City,Virginia,March,9,16,6
11985,Portsmouth City,Virginia,April,7,21,12
11990,Portsmouth City,Virginia,septiembre,7,27,20
11991,Portsmouth City,Virginia,October,6,22,14
11992,Portsmouth City,Virginia,November,6,17,8
11993,Portsmouth City,Virginia,December,7,13,5
11994,Richmond City,Virginia,May,8,26,13
11995,Richmond City,Virginia,June,7,30,18
11996,Richmond City,Virginia,July,8,32,20
11997,Richmond City,Virginia,August,7,31,20
11998,Richmond City,Virginia,January,7,8,-2
11999,Richmond City,Virginia,February,7,11,-1
12000,Richmond City,Virginia,March,8,15,3
12001,Richmond City,Virginia,April,7,22,8
12006,Richmond City,Virginia,septiembre,6,28,16
12007,Richmond City,Virginia,October,6,22,9
12008,Richmond City,Virginia,November,6,16,4
12009,Richmond City,Virginia,December,7,11,0
12010,Roanoke City,Virginia,May,9,25,13
12011,Roanoke City,Virginia,June,8,29,17
12012,Roanoke City,Virginia,July,8,31,19
12013,Roanoke City,Virginia,August,7,30,19
12014,Roanoke City,Virginia,January,7,8,-2
12015,Roanoke City,Virginia,February,6,10,-1
12016,Roanoke City,Virginia,March,8,15,3
12017,Roanoke City,Virginia,April,7,21,8
12022,Roanoke City,Virginia,septiembre,6,27,15
12023,Roanoke City,Virginia,October,6,21,9
12024,Roanoke City,Virginia,November,6,15,3
12025,Roanoke City,Virginia,December,7,10,0
12026,Suffolk City,Virginia,May,8,25,14
12027,Suffolk City,Virginia,June,7,29,18
12028,Suffolk City,Virginia,July,9,31,21
12029,Suffolk City,Virginia,August,7,30,20
12030,Suffolk City,Virginia,January,8,9,-1
12031,Suffolk City,Virginia,February,7,11,0
12032,Suffolk City,Virginia,March,8,16,4
12033,Suffolk City,Virginia,April,7,21,9
12038,Suffolk City,Virginia,septiembre,6,27,17
12039,Suffolk City,Virginia,October,6,22,11
12040,Suffolk City,Virginia,November,6,17,5
12041,Suffolk City,Virginia,December,7,12,1
12042,Virginia Beach City,Virginia,May,8,24,14
12043,Virginia Beach City,Virginia,June,7,28,19
12044,Virginia Beach City,Virginia,July,8,31,22
12045,Virginia Beach City,Virginia,August,8,30,21
12046,Virginia Beach City,Virginia,January,8,10,0
12047,Virginia Beach City,Virginia,February,7,11,1
12048,Virginia Beach City,Virginia,March,8,15,5
12049,Virginia Beach City,Virginia,April,7,20,9
12054,Virginia Beach City,Virginia,septiembre,5,27,18
12055,Virginia Beach City,Virginia,October,6,22,12
12056,Virginia Beach City,Virginia,November,6,17,7
12057,Virginia Beach City,Virginia,December,7,12,2
12058,Benton,Washington,May,3,23,8
12059,Benton,Washington,June,2,27,12
12060,Benton,Washington,July,2,31,15
12061,Benton,Washington,August,2,31,14
12062,Benton,Washington,January,5,4,-3
12063,Benton,Washington,February,4,8,-2
12064,Benton,Washington,March,4,14,1
12065,Benton,Washington,April,3,18,4
12070,Benton,Washington,septiembre,3,25,10
12071,Benton,Washington,October,2,18,4
12072,Benton,Washington,November,5,9,0
12073,Benton,Washington,December,6,4,-3
12084,Clark,Washington,May,10,19,7
12085,Clark,Washington,June,7,22,9
12086,Clark,Washington,July,2,26,11
12087,Clark,Washington,August,3,26,10
12088,Clark,Washington,January,16,8,0
12089,Clark,Washington,February,14,10,1
12090,Clark,Washington,March,16,13,2
12091,Clark,Washington,April,14,15,4
12096,Clark,Washington,septiembre,6,23,8
12097,Clark,Washington,October,11,17,5
12098,Clark,Washington,November,17,11,3
12099,Clark,Washington,December,18,7,0
12100,Cowlitz,Washington,May,10,19,7
12101,Cowlitz,Washington,June,7,21,10
12102,Cowlitz,Washington,July,3,25,12
12103,Cowlitz,Washington,August,3,25,12
12104,Cowlitz,Washington,January,16,7,1
12105,Cowlitz,Washington,February,14,9,1
12106,Cowlitz,Washington,March,16,12,3
12107,Cowlitz,Washington,April,14,15,5
12112,Cowlitz,Washington,septiembre,6,22,10
12113,Cowlitz,Washington,October,11,16,6
12114,Cowlitz,Washington,November,17,10,4
12115,Cowlitz,Washington,December,17,7,1
12116,Franklin,Washington,May,3,23,7
12117,Franklin,Washington,June,2,27,10
12118,Franklin,Washington,July,3,32,13
12119,Franklin,Washington,August,2,31,12
12120,Franklin,Washington,January,5,3,-4
12121,Franklin,Washington,February,4,8,-2
12122,Franklin,Washington,March,4,13,0
12123,Franklin,Washington,April,3,18,3
12128,Franklin,Washington,septiembre,3,26,8
12129,Franklin,Washington,October,3,18,3
12130,Franklin,Washington,November,6,9,0
12131,Franklin,Washington,December,6,3,-3
12132,Grant,Washington,May,3,23,8
12133,Grant,Washington,June,3,27,12
12134,Grant,Washington,July,3,32,15
12135,Grant,Washington,August,3,32,14
12136,Grant,Washington,January,5,2,-5
12137,Grant,Washington,February,3,6,-3
12138,Grant,Washington,March,3,13,1
12139,Grant,Washington,April,3,18,4
12144,Grant,Washington,septiembre,3,26,9
12145,Grant,Washington,October,3,18,4
12146,Grant,Washington,November,5,8,-1
12147,Grant,Washington,December,5,2,-5
12148,Grays Harbor,Washington,May,10,16,7
12149,Grays Harbor,Washington,June,8,18,10
12150,Grays Harbor,Washington,July,3,20,11
12151,Grays Harbor,Washington,August,4,20,12
12152,Grays Harbor,Washington,January,18,8,2
12153,Grays Harbor,Washington,February,16,9,2
12154,Grays Harbor,Washington,March,18,11,3
12155,Grays Harbor,Washington,April,15,13,4
12160,Grays Harbor,Washington,septiembre,7,20,10
12161,Grays Harbor,Washington,October,13,16,6
12162,Grays Harbor,Washington,November,18,11,4
12163,Grays Harbor,Washington,December,19,8,2
12164,Island,Washington,May,7,17,7
12165,Island,Washington,June,6,20,9
12166,Island,Washington,July,3,22,11
12167,Island,Washington,August,3,22,11
12168,Island,Washington,January,11,8,2
12169,Island,Washington,February,9,9,2
12170,Island,Washington,March,9,12,3
12171,Island,Washington,April,8,14,5
12176,Island,Washington,septiembre,5,20,9
12177,Island,Washington,October,7,15,6
12178,Island,Washington,November,11,10,4
12179,Island,Washington,December,12,7,2
12180,King,Washington,May,11,16,5
12181,King,Washington,June,9,19,8
12182,King,Washington,July,4,22,9
12183,King,Washington,August,4,22,9
12184,King,Washington,January,16,6,-1
12185,King,Washington,February,13,8,0
12186,King,Washington,March,16,10,0
12187,King,Washington,April,14,13,2
12192,King,Washington,septiembre,8,19,7
12193,King,Washington,October,12,14,3
12194,King,Washington,November,17,9,1
12195,King,Washington,December,17,6,-1
12196,Kitsap,Washington,May,8,18,8
12197,Kitsap,Washington,June,6,21,10
12198,Kitsap,Washington,July,3,24,12
12199,Kitsap,Washington,August,3,25,13
12200,Kitsap,Washington,January,14,8,2
12201,Kitsap,Washington,February,12,9,2
12202,Kitsap,Washington,March,14,12,3
12203,Kitsap,Washington,April,11,15,5
12208,Kitsap,Washington,septiembre,5,22,10
12209,Kitsap,Washington,October,10,16,7
12210,Kitsap,Washington,November,15,10,4
12211,Kitsap,Washington,December,15,7,1
12212,Lewis,Washington,May,10,16,4
12213,Lewis,Washington,June,7,20,7
12214,Lewis,Washington,July,4,23,9
12215,Lewis,Washington,August,5,23,9
12216,Lewis,Washington,January,14,5,-2
12217,Lewis,Washington,February,13,8,0
12218,Lewis,Washington,March,14,9,0
12219,Lewis,Washington,April,11,12,1
12224,Lewis,Washington,septiembre,9,19,8
12225,Lewis,Washington,October,9,14,4
12226,Lewis,Washington,November,14,8,1
12227,Lewis,Washington,December,17,5,-1
12228,Mason,Washington,May,8,17,5
12229,Mason,Washington,June,5,20,8
12230,Mason,Washington,July,3,23,10
12231,Mason,Washington,August,3,23,10
12232,Mason,Washington,January,16,6,0
12233,Mason,Washington,February,14,7,0
12234,Mason,Washington,March,15,10,1
12235,Mason,Washington,April,12,13,2
12240,Mason,Washington,septiembre,6,20,8
12241,Mason,Washington,October,11,14,5
12242,Mason,Washington,November,17,8,2
12243,Mason,Washington,December,17,5,0
12244,Pierce,Washington,May,10,17,6
12245,Pierce,Washington,June,7,20,9
12246,Pierce,Washington,July,3,24,10
12247,Pierce,Washington,August,3,24,11
12248,Pierce,Washington,January,15,7,0
12249,Pierce,Washington,February,13,8,0
12250,Pierce,Washington,March,15,11,2
12251,Pierce,Washington,April,13,14,3
12256,Pierce,Washington,septiembre,6,20,8
12257,Pierce,Washington,October,11,15,5
12258,Pierce,Washington,November,16,10,2
12259,Pierce,Washington,December,16,6,0
12260,Snohomish,Washington,May,13,17,6
12261,Snohomish,Washington,June,10,20,8
12262,Snohomish,Washington,July,5,24,10
12263,Snohomish,Washington,August,5,24,10
12264,Snohomish,Washington,January,16,7,0
12265,Snohomish,Washington,February,14,9,0
12266,Snohomish,Washington,March,17,11,2
12267,Snohomish,Washington,April,15,14,3
12272,Snohomish,Washington,septiembre,8,21,7
12273,Snohomish,Washington,October,13,15,4
12274,Snohomish,Washington,November,18,10,2
12275,Snohomish,Washington,December,17,6,0
12276,Spokane,Washington,May,6,19,6
12277,Spokane,Washington,June,5,23,10
12278,Spokane,Washington,July,2,29,13
12279,Spokane,Washington,August,2,28,13
12280,Spokane,Washington,January,8,1,-5
12281,Spokane,Washington,February,7,4,-4
12282,Spokane,Washington,March,8,9,-1
12283,Spokane,Washington,April,6,14,2
12288,Spokane,Washington,septiembre,3,23,8
12289,Spokane,Washington,October,5,14,3
12290,Spokane,Washington,November,9,5,-2
12291,Spokane,Washington,December,9,1,-5
12292,Thurston,Washington,May,8,19,6
12293,Thurston,Washington,June,5,22,8
12294,Thurston,Washington,July,2,25,10
12295,Thurston,Washington,August,3,25,10
12296,Thurston,Washington,January,16,8,0
12297,Thurston,Washington,February,13,10,0
12298,Thurston,Washington,March,15,12,1
12299,Thurston,Washington,April,12,15,3
12304,Thurston,Washington,septiembre,6,22,8
12305,Thurston,Washington,October,10,16,4
12306,Thurston,Washington,November,16,10,2
12307,Thurston,Washington,December,16,7,0
12308,Whatcom,Washington,May,10,16,3
12309,Whatcom,Washington,June,8,19,6
12310,Whatcom,Washington,July,7,22,8
12311,Whatcom,Washington,August,6,22,8
12312,Whatcom,Washington,January,13,1,-5
12313,Whatcom,Washington,February,12,5,-3
12314,Whatcom,Washington,March,13,8,-2
12315,Whatcom,Washington,April,10,12,-1
12320,Whatcom,Washington,septiembre,9,18,6
12321,Whatcom,Washington,October,9,13,1
12322,Whatcom,Washington,November,12,6,-2
12323,Whatcom,Washington,December,15,2,-3
12324,Yakima,Washington,May,3,21,7
12325,Yakima,Washington,June,2,25,11
12326,Yakima,Washington,July,2,31,14
12327,Yakima,Washington,August,2,30,13
12328,Yakima,Washington,January,6,3,-4
12329,Yakima,Washington,February,4,8,-2
12330,Yakima,Washington,March,3,13,0
12331,Yakima,Washington,April,2,17,3
12336,Yakima,Washington,septiembre,2,25,9
12337,Yakima,Washington,October,2,17,3
12338,Yakima,Washington,November,4,8,-1
